project_id,state,district,constituency,latitude,longitude,work_type,work_description,implementing_agency,sanctioned_amount,estimated_cost,revised_cost,expenditure,completion_percentage,expected_completion_percentage,sanction_date,expected_completion_date,actual_completion_date,number_of_payments,amount_last_payment,project_status,beneficiary_count
MPL-260185,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.35444,82.93696,Education,"Additional classrooms and sanitation block at government school in Ward 6, Varanasi",District Rural Development Agency,11555130.4,10700000.0,11588946.18,9479907.32,72.7,86.7,2025-03-29,2026-05-10,,8,1917261.3,Delayed,12476
MPL-260186,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.93365,75.71339,Water Supply,"Piped drinking water system with overhead tank in Ward 7, Jaipur",District Rural Development Agency,5128925.95,4900000.0,4727105.04,4433920.34,100.0,86.5,2025-09-29,2026-08-15,2026-08-25,7,444239.49,Completed,3934
MPL-260187,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.66117,73.69744,Health,"Upgrade of primary health centre and equipment in Ward 8, Udaipur",District Rural Development Agency,13690063.29,13500000.0,13521607.57,10237199.19,68.0,70.3,2025-09-16,2026-11-28,,3,1079697.66,In Progress,12538
MPL-260188,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.07957,80.34184,Community Hall,"Construction of multipurpose community hall in Ward 9, Chennai",District Education Office,11623306.31,10900000.0,12676910.61,8413831.88,83.1,100.0,2025-07-12,2026-03-26,,7,2487258.09,Delayed,3489
MPL-260189,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.8738,78.02133,Solar Lighting,"Installation of solar street lighting in Ward 10, Madurai",Water Board,6418145.16,6000000.0,7800000.0,3730960.76,58.7,58.3,2024-11-06,2025-12-01,,4,836725.35,Delayed,4044
MPL-260190,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.97736,77.57734,Drainage,"Storm water drain and culvert improvement in Ward 11, Bengaluru Urban",District Education Office,2852526.05,2800000.0,3173840.89,2208724.1,58.6,67.6,2025-04-14,2026-10-19,,4,568304.6,In Progress,15084
MPL-260191,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.26904,76.65228,Sports,"Development of public sports ground in Ward 12, Mysuru",Public Works Department,18347094.74,16900000.0,20594121.8,16560582.77,85.7,83.2,2024-12-02,2025-12-31,,7,3986537.18,Delayed,11027
MPL-260192,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.5194,88.25762,Road,"Construction of cement concrete link road in Ward 13, Kolkata",Water Board,14294182.52,14000000.0,14255804.75,13644199.31,84.3,70.9,2025-08-12,2026-08-30,,2,3393576.64,Delayed,5662
MPL-260193,Assam,Kamrup,Kamrup Parliamentary Constituency,26.15312,91.77601,Education,"Additional classrooms and sanitation block at government school in Ward 14, Kamrup",Public Works Department,4724083.93,4300000.0,4689768.6,3478555.93,58.7,48.8,2024-11-01,2025-11-21,,6,480927.84,Delayed,10914
MPL-260194,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.03279,72.55154,Water Supply,"Piped drinking water system with overhead tank in Ward 15, Ahmedabad",Municipal Corporation,9499838.81,9300000.0,9199507.66,9485904.59,100.0,96.2,2025-04-28,2026-04-11,2026-04-21,3,1962842.69,Completed,16073
MPL-260195,Odisha,Khordha,Khordha Parliamentary Constituency,20.23665,85.82634,Health,"Upgrade of primary health centre and equipment in Ward 16, Khordha",Water Board,7688740.0,7000000.0,7250643.84,6062938.32,75.7,72.5,2025-07-28,2026-08-28,,9,824788.64,Delayed,1262
MPL-260196,Maharashtra,Pune,Pune Parliamentary Constituency,18.51236,73.81147,Community Hall,"Construction of multipurpose community hall in Ward 17, Pune",District Education Office,14900796.01,13600000.0,12920000.0,8321902.99,58.7,62.2,2025-06-18,2026-03-20,,5,1618217.88,Delayed,16007
MPL-260197,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.08095,78.99095,Solar Lighting,"Installation of solar street lighting in Ward 18, Nagpur",Municipal Corporation,10196738.44,10100000.0,10980873.08,8960837.04,91.8,90.8,2025-01-11,2026-05-01,,2,2679574.9,Delayed,9126
MPL-260198,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.7525,80.9894,Drainage,"Storm water drain and culvert improvement in Ward 1, Lucknow",Public Works Department,15306936.53,14700000.0,16684694.57,8041149.05,57.1,72.2,2024-12-07,2026-04-01,,4,1100496.52,Delayed,11185
MPL-260199,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.29345,83.0128,Sports,"Development of public sports ground in Ward 2, Varanasi",District Rural Development Agency,18232919.81,17700000.0,21306565.14,18457529.4,91.6,100.0,2025-11-13,2026-09-06,,5,5228908.28,In Progress,11177
MPL-260200,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.84711,75.71013,Road,"Construction of cement concrete link road in Ward 3, Jaipur",Water Board,7868009.06,7600000.0,8896953.31,7750989.6,92.7,97.0,2025-10-08,2026-06-14,,5,1014901.51,Delayed,7872
MPL-260201,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.58439,73.78808,Education,"Additional classrooms and sanitation block at government school in Ward 4, Udaipur",Public Works Department,14912478.77,13700000.0,16154179.93,15470497.95,96.3,100.0,2024-09-07,2026-04-06,,4,1810773.67,Delayed,6927
MPL-260202,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.08955,80.28099,Water Supply,"Piped drinking water system with overhead tank in Ward 5, Chennai",Water Board,17220882.32,15700000.0,17159142.31,11567005.62,60.0,67.3,2025-02-04,2026-04-18,,6,2063180.95,Delayed,14173
MPL-260203,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,10.0221,78.11474,Health,"Upgrade of primary health centre and equipment in Ward 6, Madurai",Public Works Department,10184233.72,10100000.0,9967017.75,8533648.84,79.8,100.0,2024-08-14,2026-01-20,,9,900930.94,Delayed,4359
MPL-260204,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.97412,77.55705,Community Hall,"Construction of multipurpose community hall in Ward 7, Bengaluru Urban",District Education Office,15329170.65,14200000.0,14702233.43,9447256.19,67.7,56.5,2024-07-13,2025-03-30,,2,1965033.96,Delayed,17631
MPL-260205,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.2773,76.57108,Solar Lighting,"Installation of solar street lighting in Ward 8, Mysuru",District Education Office,6595287.62,6000000.0,6798072.41,1213924.97,17.6,20.0,2025-07-16,2026-10-19,,5,263838.86,In Progress,13115
MPL-260206,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.51259,88.35778,Drainage,"Storm water drain and culvert improvement in Ward 9, Kolkata",Public Works Department,8050107.16,8000000.0,7696698.35,7517610.22,74.3,84.8,2024-12-08,2026-03-19,,6,1984181.07,Delayed,7103
MPL-260207,Assam,Kamrup,Kamrup Parliamentary Constituency,26.23322,91.71633,Sports,"Development of public sports ground in Ward 10, Kamrup",Public Works Department,4621546.52,4400000.0,4854380.87,2298602.1,65.3,71.1,2024-09-21,2025-06-16,,7,420575.74,Delayed,7941
MPL-260208,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.01063,72.67593,Road,"Construction of cement concrete link road in Ward 11, Ahmedabad",District Rural Development Agency,5956513.69,5500000.0,6186331.79,4252826.31,66.9,58.2,2024-11-24,2026-01-22,,3,471008.88,Delayed,4102
MPL-260209,Odisha,Khordha,Khordha Parliamentary Constituency,20.18851,85.87218,Education,"Additional classrooms and sanitation block at government school in Ward 12, Khordha",District Education Office,8534624.17,8400000.0,9562047.93,9122338.25,95.0,100.0,2024-11-13,2026-04-23,,9,979347.91,Delayed,10976
MPL-260210,Maharashtra,Pune,Pune Parliamentary Constituency,18.48878,73.87329,Water Supply,"Piped drinking water system with overhead tank in Ward 13, Pune",Water Board,15269784.77,14900000.0,16068136.73,15312517.65,100.0,98.9,2024-09-25,2025-10-23,2025-11-02,3,4575543.95,Completed,3003
MPL-260211,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.30775,79.13004,Health,"Upgrade of primary health centre and equipment in Ward 14, Nagpur",District Rural Development Agency,5590252.36,5300000.0,5738870.34,4727212.06,65.8,67.7,2025-11-07,2027-05-24,,8,1229882.74,In Progress,16529
MPL-260212,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.84271,80.9286,Community Hall,"Construction of multipurpose community hall in Ward 15, Lucknow",District Rural Development Agency,7162453.35,6600000.0,6450747.08,4699233.79,62.6,78.0,2025-02-04,2026-02-24,,2,576058.34,Delayed,15572
MPL-260213,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.2511,82.92558,Solar Lighting,"Installation of solar street lighting in Ward 16, Varanasi",District Rural Development Agency,17333200.71,16100000.0,15295000.0,16348427.08,85.4,96.8,2024-11-08,2026-06-02,,3,4727157.43,Delayed,14617
MPL-260214,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.81298,75.78893,Drainage,"Storm water drain and culvert improvement in Ward 17, Jaipur",Municipal Corporation,12230610.96,11700000.0,13185387.85,8169759.32,60.2,54.9,2025-05-06,2026-05-18,,6,1501689.89,Delayed,6905
MPL-260215,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.67274,73.58549,Sports,"Development of public sports ground in Ward 18, Udaipur",District Education Office,18926640.17,17700000.0,18546236.11,10068021.56,43.3,59.9,2025-03-24,2026-09-17,,9,1698220.59,In Progress,16270
MPL-260216,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.09574,80.2917,Road,"Construction of cement concrete link road in Ward 1, Chennai",Water Board,13203107.45,12800000.0,14152912.5,13632350.56,95.0,100.0,2025-07-29,2026-04-20,,8,3495444.79,Delayed,11106
MPL-260217,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.83292,78.21561,Education,"Additional classrooms and sanitation block at government school in Ward 2, Madurai",Public Works Department,5338456.4,5200000.0,5201005.05,3168264.94,63.6,71.7,2025-10-31,2027-01-13,,6,646282.55,In Progress,585
MPL-260218,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.97643,77.56664,Water Supply,"Piped drinking water system with overhead tank in Ward 3, Bengaluru Urban",Water Board,5378600.19,5100000.0,5682132.47,3091464.81,75.3,58.2,2024-12-05,2025-10-19,,6,835766.93,Delayed,12605
MPL-260219,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.22213,76.57822,Health,"Upgrade of primary health centre and equipment in Ward 4, Mysuru",Water Board,4398332.58,4200000.0,5003322.69,3467458.34,80.0,79.1,2025-08-01,2027-01-30,,8,958191.32,In Progress,3121
MPL-260220,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.62641,88.23896,Community Hall,"Construction of multipurpose community hall in Ward 5, Kolkata",District Rural Development Agency,14089719.44,13200000.0,12844367.41,11900744.62,72.8,83.5,2025-04-08,2026-10-14,,7,1782295.84,In Progress,8252
MPL-260221,Assam,Kamrup,Kamrup Parliamentary Constituency,26.08938,91.67539,Solar Lighting,"Installation of solar street lighting in Ward 6, Kamrup",District Rural Development Agency,10051659.43,9400000.0,10250911.21,7849241.92,82.3,69.5,2024-08-09,2025-11-14,,4,1866161.66,Delayed,10749
MPL-260222,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.01307,72.61647,Drainage,"Storm water drain and culvert improvement in Ward 7, Ahmedabad",Municipal Corporation,7863757.6,7700000.0,8548542.22,6651499.39,83.3,76.3,2024-11-07,2025-09-16,,8,1747330.18,Delayed,7764
MPL-260223,Odisha,Khordha,Khordha Parliamentary Constituency,20.2189,85.85536,Sports,"Development of public sports ground in Ward 8, Khordha",Water Board,4781693.46,4700000.0,4626938.99,4362395.27,79.7,100.0,2024-09-06,2025-09-21,,3,772449.29,Delayed,17601
MPL-260224,Maharashtra,Pune,Pune Parliamentary Constituency,18.55565,73.90796,Road,"Construction of cement concrete link road in Ward 9, Pune",Water Board,10222818.83,9500000.0,9782970.27,9744324.21,86.4,97.7,2025-09-23,2027-02-10,,3,2599229.3,In Progress,2185
MPL-260225,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.20604,79.04661,Education,"Additional classrooms and sanitation block at government school in Ward 10, Nagpur",Water Board,5672344.01,5500000.0,5484830.18,5416449.0,79.8,87.3,2024-08-26,2026-03-17,,4,1435510.31,Delayed,9545
MPL-260226,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.80316,80.97236,Water Supply,"Piped drinking water system with overhead tank in Ward 11, Lucknow",District Rural Development Agency,18919084.43,17600000.0,19420762.0,15317910.06,82.4,100.0,2025-04-01,2026-03-28,,9,4038942.07,Delayed,16552
MPL-260227,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.31707,82.99039,Health,"Upgrade of primary health centre and equipment in Ward 12, Varanasi",Municipal Corporation,9068618.36,9000000.0,9173106.93,7744074.66,82.3,83.3,2024-11-22,2025-11-18,,6,1979192.28,Delayed,2554
MPL-260228,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.94215,75.78148,Community Hall,"Construction of multipurpose community hall in Ward 13, Jaipur",District Education Office,5263687.66,5000000.0,4750000.0,3175713.04,69.9,87.1,2024-09-19,2025-12-17,,3,937811.51,Delayed,10517
MPL-260229,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.64073,73.79863,Solar Lighting,"Installation of solar street lighting in Ward 14, Udaipur",District Rural Development Agency,3392723.66,3300000.0,3688825.24,2528559.46,72.6,81.7,2025-10-29,2026-11-21,,5,567259.73,In Progress,4448
MPL-260230,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.11947,80.18231,Drainage,"Storm water drain and culvert improvement in Ward 15, Chennai",District Education Office,14100699.49,13300000.0,15585599.44,7759697.34,52.7,56.7,2025-06-27,2026-04-29,,9,1178174.57,Delayed,6370
MPL-260231,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.89207,78.1677,Sports,"Development of public sports ground in Ward 16, Madurai",District Education Office,13276001.84,13000000.0,14309004.91,12514971.43,92.0,96.2,2024-09-12,2025-12-25,,5,1607853.03,Delayed,16661
MPL-260232,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.92686,77.58871,Road,"Construction of cement concrete link road in Ward 17, Bengaluru Urban",Water Board,4928265.14,4700000.0,5334105.88,4106266.44,75.4,83.7,2025-03-15,2026-10-08,,2,832502.69,In Progress,12521
MPL-260233,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.28804,76.61553,Education,"Additional classrooms and sanitation block at government school in Ward 18, Mysuru",District Rural Development Agency,16682879.58,15800000.0,16150616.25,12170511.58,87.4,84.4,2024-11-27,2026-01-15,,8,2311588.2,Delayed,1939
MPL-260234,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.66056,88.3878,Water Supply,"Piped drinking water system with overhead tank in Ward 1, Kolkata",District Education Office,5560909.55,5400000.0,5987449.01,4163065.88,71.7,94.3,2025-05-01,2026-02-16,,7,368314.62,Delayed,17883
MPL-260235,Assam,Kamrup,Kamrup Parliamentary Constituency,26.09251,91.63026,Health,"Upgrade of primary health centre and equipment in Ward 2, Kamrup",District Education Office,15581451.01,15100000.0,17128653.08,7533195.22,51.7,41.6,2025-03-29,2026-05-21,,9,682711.33,Delayed,4097
MPL-260236,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.05303,72.604,Community Hall,"Construction of multipurpose community hall in Ward 3, Ahmedabad",District Education Office,2122949.83,2000000.0,2013251.38,1574635.57,68.0,92.1,2025-01-06,2025-12-27,,5,179414.82,Delayed,5315
MPL-260237,Odisha,Khordha,Khordha Parliamentary Constituency,20.12491,85.85406,Solar Lighting,"Installation of solar street lighting in Ward 4, Khordha",Municipal Corporation,4319487.28,4100000.0,4883920.78,3595045.28,64.4,72.3,2025-07-13,2027-02-19,,8,597331.86,In Progress,17540
MPL-260238,Maharashtra,Pune,Pune Parliamentary Constituency,18.38819,73.75764,Drainage,"Storm water drain and culvert improvement in Ward 5, Pune",Municipal Corporation,12494530.18,12000000.0,13516771.77,9757148.48,69.0,64.6,2025-07-29,2026-08-29,,7,1036556.83,Delayed,6015
MPL-260239,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.13151,78.98855,Sports,"Development of public sports ground in Ward 6, Nagpur",District Education Office,4784150.38,4600000.0,4453091.45,4266775.35,85.0,87.4,2025-02-25,2026-07-06,,9,837322.24,Delayed,5138
MPL-260240,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.91541,80.96005,Road,"Construction of cement concrete link road in Ward 7, Lucknow",Water Board,5459526.6,5300000.0,5447002.16,4503699.41,90.5,100.0,2025-03-27,2026-08-01,,8,1092665.56,Delayed,6815
MPL-260241,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.3306,83.08572,Education,"Additional classrooms and sanitation block at government school in Ward 8, Varanasi",Water Board,9915301.66,9200000.0,9616384.41,7077156.95,64.8,66.3,2025-08-21,2026-06-13,,2,1863323.82,Delayed,6878
MPL-260242,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.9433,75.88554,Water Supply,"Piped drinking water system with overhead tank in Ward 9, Jaipur",Municipal Corporation,2772519.1,2700000.0,2940442.52,2564049.42,85.6,100.0,2024-11-11,2025-11-02,,3,750974.99,Delayed,2928
MPL-260243,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.6831,73.64807,Health,"Upgrade of primary health centre and equipment in Ward 10, Udaipur",Municipal Corporation,16141280.31,15700000.0,17445108.83,5147541.94,45.9,37.1,2025-10-30,2026-09-28,,3,878458.23,In Progress,17898
MPL-260244,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.11133,80.34298,Community Hall,"Construction of multipurpose community hall in Ward 11, Chennai",District Education Office,8457041.44,8300000.0,8522241.01,7670208.65,85.7,100.0,2025-08-19,2026-08-14,,3,1692931.32,Delayed,2055
MPL-260245,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.93712,78.12193,Solar Lighting,"Installation of solar street lighting in Ward 12, Madurai",Municipal Corporation,13622170.2,13500000.0,15628919.72,8501198.6,54.6,67.7,2025-09-14,2027-01-26,,4,1085949.13,In Progress,14355
MPL-260246,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.88912,77.51632,Drainage,"Storm water drain and culvert improvement in Ward 13, Bengaluru Urban",District Rural Development Agency,11584506.49,11100000.0,11891056.21,9827523.52,80.3,77.9,2025-02-01,2026-07-01,,7,2819789.02,Delayed,764
MPL-260247,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.24429,76.70872,Sports,"Development of public sports ground in Ward 14, Mysuru",District Rural Development Agency,4796221.94,4500000.0,4780630.84,3113564.13,60.7,79.2,2025-05-17,2026-08-29,,9,565189.43,Delayed,15862
MPL-260248,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.58076,88.30659,Road,"Construction of cement concrete link road in Ward 15, Kolkata",Public Works Department,12140419.84,11600000.0,11020000.0,8530764.36,76.7,77.8,2025-08-18,2026-04-17,,6,1294566.01,Delayed,13761
MPL-260249,Assam,Kamrup,Kamrup Parliamentary Constituency,26.0527,91.81,Education,"Additional classrooms and sanitation block at government school in Ward 16, Kamrup",Municipal Corporation,6608159.46,6200000.0,6723057.94,5869134.42,86.9,98.8,2024-09-23,2025-09-18,,8,771824.79,Delayed,16861
MPL-260250,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,22.97837,72.55245,Water Supply,"Piped drinking water system with overhead tank in Ward 17, Ahmedabad",District Rural Development Agency,13031389.82,12700000.0,13719764.79,8634238.23,68.5,57.8,2024-10-13,2025-11-07,,2,909710.26,Delayed,2230
MPL-260251,Odisha,Khordha,Khordha Parliamentary Constituency,20.13003,85.87238,Health,"Upgrade of primary health centre and equipment in Ward 18, Khordha",Public Works Department,16308963.23,15600000.0,14820000.0,14411669.07,74.8,94.6,2024-12-30,2025-11-14,,2,2900537.61,Delayed,4175
MPL-260252,Maharashtra,Pune,Pune Parliamentary Constituency,18.45794,73.87285,Community Hall,"Construction of multipurpose community hall in Ward 1, Pune",District Rural Development Agency,3301509.11,3300000.0,4107448.8,3270179.26,99.2,90.8,2024-10-11,2026-01-11,2026-01-21,3,860983.34,Completed,8510
MPL-260253,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.21648,79.07829,Solar Lighting,"Installation of solar street lighting in Ward 2, Nagpur",Municipal Corporation,9791584.78,9500000.0,9995880.85,8205012.79,64.8,55.7,2025-01-12,2026-07-15,,9,2125671.01,Delayed,7251
MPL-260254,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.82424,81.00716,Drainage,"Storm water drain and culvert improvement in Ward 3, Lucknow",District Rural Development Agency,14793948.29,13700000.0,13638314.64,10660603.99,79.2,93.9,2024-10-17,2025-12-24,,4,1312368.45,Delayed,2730
MPL-260255,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.40851,82.97365,Sports,"Development of public sports ground in Ward 4, Varanasi",Public Works Department,2752777.43,2700000.0,2806696.84,2475425.72,80.1,59.9,2024-08-12,2025-08-04,,8,210553.96,Delayed,748
MPL-260256,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.83722,75.83003,Road,"Construction of cement concrete link road in Ward 5, Jaipur",District Rural Development Agency,2605277.83,2600000.0,2704805.86,710335.3,30.6,42.3,2025-07-19,2026-08-24,,7,165816.21,Delayed,6671
MPL-260257,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.58282,73.67851,Education,"Additional classrooms and sanitation block at government school in Ward 6, Udaipur",District Rural Development Agency,17521453.48,16500000.0,17338209.66,13147711.61,71.5,88.1,2024-07-28,2025-09-02,,7,1605979.19,Delayed,9159
MPL-260258,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.04668,80.272,Water Supply,"Piped drinking water system with overhead tank in Ward 7, Chennai",District Education Office,17525816.14,16300000.0,17954674.39,17364993.89,94.4,85.9,2024-08-01,2025-09-12,,8,3506501.7,Delayed,9554
MPL-260259,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.84638,78.02335,Health,"Upgrade of primary health centre and equipment in Ward 8, Madurai",District Rural Development Agency,18985447.64,17300000.0,18717703.54,14646581.74,74.3,60.5,2025-05-07,2026-10-15,,9,2392768.96,In Progress,10708
MPL-260260,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.97057,77.60261,Community Hall,"Construction of multipurpose community hall in Ward 9, Bengaluru Urban",District Rural Development Agency,16811726.07,15900000.0,19115391.89,15657829.54,100.0,100.0,2025-09-10,2026-10-05,2026-10-15,8,3675259.1,Completed,2464
MPL-260261,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.34511,76.67281,Solar Lighting,"Installation of solar street lighting in Ward 10, Mysuru",District Education Office,13549594.03,13300000.0,14291901.46,7928118.02,46.6,53.6,2025-04-26,2026-08-27,,3,2237549.56,Delayed,10426
MPL-260262,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.6228,88.47346,Drainage,"Storm water drain and culvert improvement in Ward 11, Kolkata",District Rural Development Agency,1357255.25,1300000.0,1363164.6,1167670.58,87.9,100.0,2025-02-01,2026-03-21,,2,346126.09,Delayed,10535
MPL-260263,Assam,Kamrup,Kamrup Parliamentary Constituency,26.15561,91.82242,Sports,"Development of public sports ground in Ward 12, Kamrup",Water Board,8316430.97,7700000.0,7388451.89,4131127.67,56.7,57.4,2025-07-13,2026-05-12,,6,426512.47,Delayed,17107
MPL-260264,Gujarat,Ahmedabad,Ahmedabad Parliamentary Constituency,23.02072,72.65439,Road,"Construction of cement concrete link road in Ward 13, Ahmedabad",District Education Office,9193426.58,8400000.0,9315867.08,8065176.68,72.9,83.1,2024-10-22,2025-10-11,,3,2054742.63,Delayed,10309
MPL-260265,Odisha,Khordha,Khordha Parliamentary Constituency,20.12376,85.75249,Education,"Additional classrooms and sanitation block at government school in Ward 14, Khordha",Water Board,11078681.05,10800000.0,13591768.05,6439297.01,57.2,75.7,2025-02-19,2025-10-24,,2,1456446.26,Delayed,16810
MPL-260266,Maharashtra,Pune,Pune Parliamentary Constituency,18.46156,73.86859,Water Supply,"Piped drinking water system with overhead tank in Ward 15, Pune",Public Works Department,7932807.43,7700000.0,7571793.65,5009055.47,74.9,93.1,2025-10-21,2026-09-09,,6,405970.53,In Progress,471
MPL-260267,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,21.19626,79.07819,Health,"Upgrade of primary health centre and equipment in Ward 16, Nagpur",Public Works Department,1721811.17,1700000.0,1773337.56,818148.22,47.5,53.9,2025-02-08,2025-11-06,,5,77936.3,Delayed,13441
MPL-260268,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,26.86382,80.89614,Community Hall,"Construction of multipurpose community hall in Ward 17, Lucknow",Municipal Corporation,9150323.65,9100000.0,10771713.17,7040011.84,72.3,86.4,2025-01-26,2026-02-26,,7,1207259.27,Delayed,7081
MPL-260269,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,25.22877,82.94572,Solar Lighting,"Installation of solar street lighting in Ward 18, Varanasi",Water Board,12063733.64,11700000.0,13277018.07,12615177.7,93.4,84.8,2024-10-03,2026-05-01,,4,3041274.4,Delayed,4859
MPL-260270,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,26.89545,75.72215,Drainage,"Storm water drain and culvert improvement in Ward 1, Jaipur",Water Board,16373662.83,15300000.0,17002287.11,12637951.65,56.4,62.5,2025-10-19,2026-07-31,,9,2550766.2,Delayed,14558
MPL-260271,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,24.54289,73.80142,Sports,"Development of public sports ground in Ward 2, Udaipur",District Rural Development Agency,14607057.98,14500000.0,14260156.92,11341152.41,52.0,62.9,2024-08-22,2026-03-02,,4,2600712.99,Delayed,7937
MPL-260272,Tamil Nadu,Chennai,Chennai Parliamentary Constituency,13.15323,80.39883,Road,"Construction of cement concrete link road in Ward 3, Chennai",District Rural Development Agency,7010425.34,6400000.0,7082637.37,4061985.55,53.9,63.5,2025-03-29,2026-02-17,,6,1186153.24,Delayed,16711
MPL-260273,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,9.88465,78.10727,Education,"Additional classrooms and sanitation block at government school in Ward 4, Madurai",Water Board,2698729.84,2500000.0,3006719.23,1579664.29,49.4,46.1,2024-09-29,2026-05-17,,3,323281.71,Delayed,9405
MPL-260274,Karnataka,Bengaluru Urban,Bengaluru Urban Parliamentary Constituency,12.96344,77.66079,Water Supply,"Piped drinking water system with overhead tank in Ward 5, Bengaluru Urban",District Education Office,11408302.11,11100000.0,14003641.2,9720244.62,94.4,100.0,2024-11-16,2025-08-03,,9,1382714.6,Delayed,12790
MPL-260275,Karnataka,Mysuru,Mysuru Parliamentary Constituency,12.40918,76.65825,Health,"Upgrade of primary health centre and equipment in Ward 6, Mysuru",Municipal Corporation,8763964.78,8600000.0,9144687.51,6622049.46,70.3,76.4,2025-02-19,2025-12-22,,6,1134834.62,Delayed,14780
MPL-260276,West Bengal,Kolkata,Kolkata Parliamentary Constituency,22.56311,88.33257,Community Hall,"Construction of multipurpose community hall in Ward 7, Kolkata",District Education Office,11103932.07,10100000.0,11278567.11,9006218.69,88.4,100.0,2025-10-25,2027-02-10,,7,1865718.24,In Progress,11056
MPL-260277,Assam,Kamrup,Kamrup Parliamentary Constituency,26.14657,91.73592,Solar Lighting,"Installation of solar street lighting in Ward 8, Kamrup",Municipal Corporation,5321145.4,5300000.0,5035000.0,5746837.03,99.2,100.0,2025-05-10,2026-12-20,2026-12-30,7,461067.92,Completed,840
